ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist	6th	dist
"24102"	"15335"	0.10523901	"8511"	0.17239553	"19790"	0.32306307	"18235"	0.58132588	"7494"	0.69729815	"26301"	1.26777241	
"31597"	"26008"	2.05857264	"778"	2.06958555	"22670"	2.07946591	"31435"	2.23872134	"11765"	2.24235898	"12780"	2.28905759	
"11361"	"23647"	1.32512531	"2283"	1.32840846	"7516"	1.34741775	"23789"	1.48239672	"17594"	1.60713363	"7090"	2.00565738	
"30024"	"18475"	0.04266362	"24624"	0.18451553	"28863"	0.30958814	"5961"	1.02890560	"15583"	1.04875818	"9011"	1.06536186	
"25380"	"30375"	1.09721828	"30441"	1.12186585	"29081"	2.02506666	"9366"	2.05261891	"16697"	2.07449288	"11781"	2.08035281	
"24261"	"24145"	0.03816539	"15921"	0.20638838	"1897"	0.23263296	"25743"	0.24651326	"26675"	0.26227022	"1964"	0.26848984	
"19189"	"27456"	0.09350075	"4244"	0.11201736	"28624"	0.35927686	"4184"	1.05496797	"12332"	1.19320434	"17712"	1.19403098	
"29802"	"3435"	1.16702603	"9591"	1.20737850	"17150"	1.23742590	"5521"	1.56367882	"32405"	1.56484652	"16653"	1.57562925	
"15401"	"24991"	1.23976364	"3743"	1.35369759	"22199"	2.05381315	"14233"	2.10701994	"989"	2.12079076	"30689"	2.14222191	
"27531"	"26975"	0.06354677	"20918"	0.06930731	"26947"	0.09606346	"9051"	0.10659266	"29333"	0.15655377	"17497"	0.16184961	
"12354"	"28638"	0.12601879	"13276"	1.05400503	"9099"	1.07426913	"6094"	1.13471684	"32020"	1.15265997	"25166"	1.17560738	
"13786"	"7211"	2.15791523	"5699"	2.20869710	"969"	2.31639039	"18353"	2.38475054	"23355"	2.47870808	"3709"	2.48501918	
"28824"	"27107"	0.18596039	"7786"	0.20799303	"17129"	0.24696754	"26861"	0.25761899	"29233"	0.26621333	"30270"	0.26841651	
"21048"	"11115"	1.09063530	"25611"	1.15472964	"25763"	1.17208834	"5176"	1.30021222	"7188"	1.30207683	"6912"	1.37843597	
"560"	"7516"	1.06405359	"2283"	1.07244156	"23789"	1.19903255	"17594"	1.32376946	"11361"	1.34677282	"23647"	1.37052827	
"5099"	"24068"	0.48562091	"26443"	0.71084576	"17790"	1.27042761	"24009"	1.36862020	"17822"	1.54638722	"22934"	1.61038500	
"15271"	"15081"	0.14274918	"3727"	0.15117584	"8572"	0.26809636	"1944"	0.30572159	"24766"	0.35779902	"10005"	0.56928486	
"13137"	"24669"	1.30969189	"21655"	1.33672196	"18862"	1.34765791	"18995"	1.47930886	"11927"	2.08992604	"30689"	2.09144000	
"30552"	"25899"	0.33615348	"8184"	1.17732740	"21941"	1.27254715	"3436"	1.27973738	"12647"	1.33626087	"11980"	1.38333841	
"27376"	"30375"	1.14671876	"22734"	1.14695444	"4236"	1.28451472	"29904"	1.30288343	"30558"	1.58249079	"20126"	1.71248844	
"10648"	"12818"	2.10651955	"29121"	2.14824863	"13124"	2.17729017	"17829"	2.20951684	"17844"	2.27180199	"414"	2.38135863	
"21736"	"2307"	0.11787676	"11509"	0.14912434	"26986"	0.17317888	"10179"	0.17857867	"2646"	0.18928515	"5571"	0.20604711	
"27982"	"19494"	0.04200502	"27159"	1.05470322	"15452"	1.05985742	"15066"	1.10139833	"11437"	1.10208776	"11802"	1.10487740	
"20824"	"29137"	1.34452017	"23999"	1.39402015	"14492"	1.42518155	"26499"	1.82857555	"26290"	2.00833540	"27102"	2.02862264	
"19678"	"7533"	0.26817290	"5014"	0.30652912	"22669"	0.31190762	"1022"	0.37475823	"25275"	0.41178553	"6122"	0.48509504	
"4607"	"2953"	0.42464835	"31713"	1.34368395	"29843"	1.38737680	"20437"	1.41100981	"14401"	1.49242244	"22329"	1.54746786	
"18508"	"3476"	1.10530858	"31707"	1.11363630	"32359"	1.18661273	"13389"	1.19112603	"31984"	1.19946690	"23797"	1.24810131	
"8398"	"28127"	0.01820298	"30859"	0.12471240	"9009"	0.13268322	"17552"	0.15224284	"1784"	0.21119305	"23003"	0.21880521	
"14096"	"20239"	0.08279693	"13758"	0.63196010	"23349"	1.21639998	"10589"	1.23065170	"8912"	1.23811881	"13466"	1.25011359	
"6843"	"2067"	0.08759932	"28596"	0.14198298	"26831"	0.17561073	"30468"	0.19119210	"12358"	0.24939927	"31146"	0.60920858	
"7848"	"15583"	0.16783565	"15066"	0.25383196	"11802"	0.25790111	"27159"	0.27312980	"5955"	0.32279850	"15455"	0.33337026	
"20123"	"13758"	1.29122731	"13466"	1.37513422	"14096"	1.44277361	"20239"	1.47077602	"5943"	1.50132484	"30698"	1.55320971	
"14529"	"10539"	1.25276127	"31002"	2.14036900	"18426"	2.19589431	"16713"	2.30356441	"16045"	2.41901200	"11763"	2.45649603	
"4955"	"16276"	0.18072060	"12095"	1.05613115	"18540"	1.05733165	"7263"	1.08695544	"292"	1.10557629	"21254"	1.10918393	
"8375"	"23623"	1.25814011	"6094"	1.34201825	"1971"	1.44066407	"22693"	1.51940467	"2751"	2.11057384	"11184"	2.14460580	
"21945"	"3727"	1.14592579	"15081"	1.14688097	"14401"	1.18356557	"15271"	1.20933167	"1944"	1.30047155	"8572"	1.31304447	
"18878"	"30959"	2.09336443	"13716"	2.13173940	"12081"	2.20165221	"29227"	2.24950332	"8710"	2.26443819	"14253"	2.27375618	
"4067"	"20235"	2.69664954	"7492"	3.23055995	"10152"	3.35131114	"18089"	3.40745332	"7060"	3.43555983	"26064"	3.45751921	
"2155"	"20850"	1.34183478	"27821"	2.10756085	"12361"	2.53189524	"9734"	2.55244417	"22919"	2.57520065	"26263"	2.57897283	
"29737"	"19587"	0.02540499	"31070"	0.05707340	"2261"	0.11797330	"22892"	0.22976622	"21335"	0.28569765	"5685"	1.06255332	
"11334"	"6971"	1.12509035	"1589"	1.63937675	"20317"	2.04072059	"18632"	2.10112553	"31572"	2.19509251	"27848"	2.23203482	
"20848"	"27338"	1.09635153	"31726"	2.03870379	"15595"	2.06447025	"25697"	2.17628680	"17596"	2.18855822	"21486"	2.23027506	
"26032"	"30869"	0.66307798	"16154"	1.30265859	"18540"	1.64144254	"11652"	1.68556351	"13592"	1.71187011	"1266"	1.72179394	
"7436"	"28582"	1.11899320	"14374"	1.12340835	"29529"	1.14601936	"26113"	1.20669501	"15338"	1.22682052	"3804"	1.22832411	
"1082"	"20317"	0.48548891	"23078"	0.63460101	"20246"	1.39371163	"9540"	1.50434610	"10776"	2.14949667	"292"	2.25063869	
"18315"	"6378"	1.38817930	"3400"	1.48789495	"12061"	1.50572849	"25404"	1.59137735	"30364"	1.69308537	"12647"	1.76449352	
"25728"	"1390"	1.13523993	"19136"	1.16471095	"10129"	1.16802103	"30959"	1.17056483	"7252"	1.19776025	"27503"	1.21704498	
"11146"	"20605"	1.08819958	"24274"	1.10632599	"9612"	1.12160760	"30368"	1.14858942	"26556"	1.15785807	"29180"	1.18081501	
"10221"	"3743"	1.05316894	"4353"	1.17936221	"31286"	1.18472160	"15197"	1.19536304	"8346"	1.37909499	"1869"	1.40990657	
"19836"	"12295"	1.37376616	"10349"	1.55381507	"31905"	2.03022420	"18361"	2.27303818	"4741"	2.30768654	"11010"	2.32589864	
"29491"	"12149"	0.27341127	"10005"	0.78688208	"24766"	0.91746704	"8572"	0.96475068	"3727"	0.98383464	"1944"	0.98907224	
"18342"	"16797"	0.26567873	"4944"	0.26815344	"14173"	1.06697200	"20127"	1.07368430	"23003"	1.11229277	"3476"	1.13943162	
"15698"	"12945"	0.18222624	"12649"	0.24448740	"22787"	1.12723819	"30811"	1.17729337	"30698"	1.17834357	"26295"	1.18812914	
"4777"	"29048"	0.00432057	"18793"	0.11926214	"15116"	0.13613547	"21623"	0.34224795	"3476"	1.08445840	"808"	1.09402353	
"26019"	"9011"	1.07725128	"21739"	1.16684488	"20605"	1.19838888	"8502"	1.22566113	"9612"	1.23934512	"29180"	1.27115527	
"31402"	"15578"	0.37309307	"7084"	0.52976036	"1419"	1.30636877	"12158"	1.31542201	"11986"	1.39034523	"3350"	1.40935816	
"20604"	"18956"	0.38301723	"8865"	0.40151825	"27947"	0.43630060	"9324"	1.00214364	"1320"	1.11362680	"5320"	1.14095660	
"19001"	"21964"	3.19790713	"8159"	3.23007367	"4458"	3.23667629	"23296"	3.27425960	"3714"	3.28332252	"7436"	3.30341020	
"1538"	"10798"	0.08417281	"17547"	0.11758418	"10106"	0.14650153	"19330"	0.15201894	"13555"	0.15327780	"8636"	0.23081663	
"29199"	"8217"	0.70848707	"31279"	0.95968482	"7392"	1.01280538	"17369"	1.11216772	"2052"	1.49152328	"1964"	1.57684388	
"17916"	"11685"	1.13410239	"17775"	1.15903623	"10862"	1.16537187	"11995"	1.19565387	"6595"	1.25459922	"14511"	1.26811962	
"26477"	"31597"	1.16133967	"13786"	1.46907215	"2653"	2.03057530	"22670"	2.08187375	"21895"	2.09773040	"15878"	2.12759296	
"15944"	"29233"	0.02866750	"17129"	0.11845162	"27107"	0.20432814	"30270"	0.20459248	"7786"	0.22636078	"28824"	0.23754583	
"32350"	"12639"	1.43619003	"4244"	2.17550123	"5521"	2.17569815	"19189"	2.18309147	"1235"	2.21545232	"2344"	2.25746908	
"18370"	"29270"	2.09589610	"647"	2.28570509	"24669"	2.31633561	"2725"	2.32342527	"31725"	2.35402921	"31509"	2.37740515	
"24464"	"7268"	1.20217223	"5534"	1.25377237	"13546"	1.30189874	"26398"	1.38351480	"3343"	1.52243591	"32023"	1.55292758	
"21195"	"31070"	1.02704210	"1653"	1.02815378	"29737"	1.03003129	"14374"	1.03252377	"19587"	1.05543628	"5685"	1.06518735	
"31022"	"31473"	2.04203638	"8116"	2.05876238	"15380"	2.09254658	"29529"	2.09297743	"9082"	2.09366790	"2344"	2.10294820	
"14326"	"2754"	1.23609790	"24617"	1.23955969	"6824"	1.26013453	"14173"	1.26166285	"13203"	1.26781747	"26675"	1.26955989	
"19014"	"2486"	0.15446584	"29169"	0.17543269	"17308"	0.17798771	"12450"	0.18022910	"9680"	0.20100184	"30527"	0.20291176	
"13813"	"29227"	1.01912982	"6821"	1.20974899	"25728"	1.24718317	"29052"	1.41076015	"21195"	1.48058646	"30368"	1.49483536	
"18530"	"12633"	1.37856431	"801"	1.38789898	"31881"	1.54488258	"25726"	2.04640356	"641"	2.14448630	"6079"	2.21111632	
"142"	"14461"	1.06124453	"4003"	1.07974325	"20605"	1.09233932	"7822"	1.11954473	"5253"	1.12760036	"31936"	1.13646225	
"30588"	"19981"	0.29036263	"23789"	1.20311219	"7516"	1.31069389	"23647"	1.41461899	"22776"	1.60776369	"13060"	2.08836496	
"12495"	"11878"	0.16400491	"25198"	0.20376558	"15671"	1.01638628	"17715"	1.03848496	"24514"	1.04419824	"8559"	1.05960829	
"3626"	"9180"	0.10479451	"23003"	0.12050749	"1784"	0.15815375	"28127"	0.23891794	"8398"	0.25712092	"20127"	0.26115677	
"26728"	"23053"	0.09107591	"11336"	0.27248508	"9218"	0.38414469	"17872"	0.42333083	"17552"	0.44338051	"31163"	0.46832307	
"16604"	"18819"	1.34132528	"28787"	1.49997049	"22337"	1.59513008	"22081"	1.63070388	"5782"	1.75913521	"17290"	2.40492199	
"27097"	"5430"	0.56059488	"4955"	1.06202121	"4617"	1.06459648	"29947"	1.08479742	"30869"	1.09771742	"12095"	1.11815237	
"1154"	"26947"	0.22638048	"15874"	0.24865192	"12468"	0.25567518	"1060"	0.25652035	"29902"	0.29060984	"27531"	0.29358232	
"27090"	"28638"	1.06286620	"30945"	1.18122042	"12354"	1.18174536	"15468"	1.21980915	"18360"	1.22898904	"12304"	1.26131677	
"22200"	"3727"	2.04737647	"18632"	2.05481116	"15081"	2.08216499	"21617"	2.09761232	"21318"	2.10017017	"31023"	2.10792105	
"23658"	"27527"	0.27752260	"13128"	1.05770082	"15455"	1.10922388	"11652"	1.13288751	"23349"	1.16259015	"11802"	1.17828927	
"26540"	"22184"	2.00060971	"11382"	2.05474878	"11190"	2.09899642	"24338"	2.12099314	"819"	2.12862337	"25611"	2.13662184	
"15388"	"24401"	1.31940517	"21207"	1.37090880	"17655"	1.46735899	"27283"	1.47073953	"27640"	1.74884696	"8743"	1.92436895	
"28451"	"1612"	1.16979248	"21644"	1.21281910	"9609"	1.24053246	"3848"	1.39735466	"29703"	1.41319814	"25506"	1.45434466	
"6394"	"13851"	2.36368913	"19244"	3.13405908	"18922"	3.22690659	"24650"	3.25110636	"19602"	3.25384257	"166"	3.26807433	
"833"	"5736"	0.25415418	"703"	0.27234857	"3085"	0.28898836	"10157"	1.09958021	"18982"	1.10242854	"14197"	1.10856494	
"9704"	"22379"	1.34295105	"15580"	1.36271495	"21538"	1.38898054	"26144"	1.42472535	"21147"	1.44370743	"25398"	1.44861481	
"20282"	"340"	1.24598512	"30529"	1.53990827	"3924"	1.54425816	"29348"	1.56032605	"13264"	1.93716049	"7683"	2.06698594	
"9669"	"265"	0.07203756	"25251"	0.29226687	"20358"	0.32518319	"10112"	0.34211228	"19014"	1.02964865	"383"	1.11493508	
"29017"	"7492"	3.45181594	"22911"	3.68128508	"16742"	3.73172651	"23647"	4.13380759	"2408"	4.17275975	"12104"	4.19434477	
"23932"	"24514"	1.07493440	"25971"	1.07967915	"13417"	1.09813742	"15151"	1.10273043	"21407"	1.10859874	"10179"	1.13823234	
"10428"	"23658"	1.00286110	"13128"	1.05483971	"15455"	1.10636278	"11802"	1.17542816	"29001"	1.18386676	"5955"	1.18553103	
"14797"	"28586"	0.20655238	"19477"	1.06575866	"22199"	1.07347549	"1784"	1.09863537	"14233"	1.10246047	"26066"	1.10445045	
"12779"	"3508"	1.08638530	"14408"	1.16742425	"18709"	1.24701665	"13109"	1.30365467	"17184"	1.40473330	"24034"	2.02546193	
"23848"	"30083"	2.08096344	"9873"	2.41497023	"29802"	3.08268217	"20121"	3.09398590	"22919"	3.09668478	"26263"	3.10045696	
"14911"	"15111"	1.23871817	"14420"	2.04154493	"6137"	2.07737710	"31250"	2.08691022	"3963"	2.09045200	"17702"	2.10339655	
"470"	"1419"	1.26653252	"12158"	1.29640193	"22324"	1.32236810	"25795"	1.35783865	"25973"	1.36683530	"3350"	1.36952190	
"19733"	"24375"	1.23343953	"17179"	1.24754656	"26295"	1.26600641	"10589"	1.27195325	"20769"	1.35282466	"22614"	1.41354463	
"7213"	"4244"	0.14420248	"19189"	0.17402806	"27456"	0.26752882	"28624"	0.42371589	"13030"	1.06845563	"2321"	1.19688628	
"22944"	"25863"	1.56361624	"3630"	1.71689929	"6290"	1.81752821	"10224"	1.89065104	"5517"	1.97823705	"21861"	1.97980746	
"9079"	"10589"	1.21497711	"17179"	1.27096002	"12354"	1.27635164	"4583"	1.28783729	"25166"	1.30482589	"26295"	1.31681712	
"27831"	"28053"	1.05623628	"23964"	1.15138208	"7775"	1.15502998	"32023"	1.19271711	"7263"	1.20562237	"5534"	1.21602713	
"26206"	"10347"	2.13499191	"25206"	2.15925394	"7217"	2.17226393	"13482"	2.17936343	"9703"	2.18107718	"30292"	2.18806344	
"14187"	"2008"	1.09416924	"19981"	1.15837850	"30588"	1.21417591	"22757"	1.23635275	"22776"	1.39358778	"30352"	1.66405449	
"2191"	"14455"	0.48590181	"11036"	0.50973804	"14000"	0.57588622	"1825"	1.15837002	"14233"	1.26591661	"22199"	1.30504249	
"17743"	"142"	0.46650128	"30024"	1.08795444	"9011"	1.09852179	"18475"	1.10322080	"17196"	1.15037865	"30959"	1.19717692	
"17797"	"3476"	0.15231397	"32359"	0.23361811	"31984"	0.24695410	"16634"	0.28385222	"12681"	0.29674983	"31707"	0.29762799	
"30508"	"2876"	2.16087800	"28411"	2.17096073	"29825"	2.21316953	"8009"	2.30424947	"26117"	2.37180218	"4502"	2.40782878	
"10295"	"19330"	0.16824786	"31454"	0.16980228	"28489"	0.17263571	"24257"	0.18950783	"26735"	0.21605112	"11233"	0.23701337	
"20473"	"29409"	1.13050245	"6903"	1.32103817	"28053"	2.02029756	"27831"	2.04625306	"12887"	2.09691515	"17775"	2.10650313	
"28816"	"30083"	1.21832342	"12361"	2.24553387	"24553"	2.30199207	"9734"	2.40306910	"31002"	2.51569752	"22858"	3.06205190	
"17649"	"4607"	1.24610089	"2953"	1.24748954	"29843"	1.36045398	"13027"	2.03808564	"31713"	2.09758305	"24829"	2.10245895	
"21236"	"26064"	1.26724888	"18089"	1.42126462	"12986"	2.12091832	"24570"	2.12148022	"15430"	2.13536194	"2408"	2.14427397	
"2756"	"20605"	1.03246402	"9612"	1.13793029	"29180"	1.16974044	"9011"	1.30810418	"21739"	1.31032801	"8502"	1.36914426	
"26599"	"2572"	1.18282322	"20030"	1.21324452	"10487"	1.31880782	"18656"	1.40579289	"25885"	1.48880169	"27899"	1.52591881	
"15384"	"31769"	3.14342247	"15154"	3.35608201	"22025"	3.36910223	"7436"	3.42786500	"16899"	3.43465334	"19001"	3.45098541	
"6854"	"2321"	2.06046767	"12332"	2.10987844	"5707"	2.37316625	"25422"	2.44671185	"2592"	3.08270809	"1971"	3.10349763	
"12660"	"3094"	1.06074396	"18353"	1.15382737	"22476"	1.24627535	"25596"	1.26864595	"20807"	1.32163202	"31689"	1.52030680	
"27205"	"4603"	1.15213455	"25969"	1.26160232	"12887"	1.26796093	"6595"	2.03719216	"10862"	2.07943244	"11995"	2.08783584	
"15212"	"14523"	1.22593710	"26295"	1.23180936	"17179"	1.30506372	"19494"	1.31577736	"27982"	1.35778239	"10589"	1.44323841	
"20649"	"24027"	0.16909481	"23584"	0.17869855	"20084"	0.20236762	"18648"	0.22299736	"30473"	1.03266744	"1569"	1.03273296	
"8671"	"31925"	1.12568120	"924"	1.28439792	"7934"	1.29729428	"9533"	1.35320907	"11573"	1.39238697	"9732"	1.63980264	
"25076"	"13546"	2.71954894	"7029"	3.11702253	"19244"	3.38118132	"13018"	3.75796699	"7268"	3.81927546	"30289"	3.85893992	
"7553"	"26398"	1.26391891	"25795"	2.05616273	"3347"	2.15772787	"19695"	2.15866361	"11652"	2.15910646	"24650"	2.18994272	
"11344"	"23296"	0.42880757	"21964"	1.37544972	"16339"	1.50091536	"12633"	1.65005806	"12613"	2.38684029	"8607"	2.40842586	
"7228"	"22919"	1.10229943	"9873"	1.51894463	"30680"	2.04121572	"9591"	2.08886711	"26263"	2.10607160	"12639"	2.13004496	
"28715"	"2592"	2.10068628	"3237"	2.23791750	"30588"	2.29045048	"19981"	2.30128201	"8996"	2.41456406	"8288"	2.46333025	
"31420"	"31572"	0.36953484	"11441"	0.54714934	"18540"	1.05905326	"152"	1.11902825	"30619"	1.15052566	"7263"	1.16641577	
"4218"	"13111"	0.18674214	"1924"	0.22495069	"5303"	0.22682855	"13526"	0.23499172	"28856"	0.23564753	"18754"	0.23589334	
"28056"	"5517"	0.23990417	"6723"	0.27059686	"8602"	0.33526703	"28262"	0.46026029	"18110"	0.55614530	"27103"	0.61345694	
"10667"	"30558"	1.24057889	"12354"	2.02289148	"12779"	2.05080315	"18775"	2.08366910	"3508"	2.10979119	"29904"	2.12432380	
"26169"	"18839"	0.05041278	"22094"	0.12245858	"12450"	0.12808426	"12510"	0.13172346	"22005"	0.13427620	"2486"	0.15384752	
"4377"	"19438"	0.88940544	"12681"	0.91045779	"14264"	0.93915355	"23797"	0.99381089	"16634"	1.02810206	"31984"	1.04244529	
"11028"	"29663"	0.04952397	"15580"	1.10195914	"30688"	1.11404431	"24486"	1.14731348	"26349"	1.16237488	"21538"	1.18528260	
"7532"	"21895"	0.12630749	"26819"	0.15849209	"26066"	0.17301627	"808"	0.17952973	"2951"	0.17986089	"13205"	0.19985675	
"1409"	"4353"	0.17293480	"8346"	0.54990596	"9408"	0.59190797	"15197"	1.05250334	"12044"	1.11751304	"20750"	1.12292357	
"24067"	"13443"	0.05026775	"814"	0.13706810	"28985"	0.20328216	"19992"	0.27283390	"4632"	0.49636192	"21385"	0.58628236	
"6110"	"22549"	1.04076194	"27587"	1.08597604	"13768"	1.09779459	"10807"	1.10501738	"29413"	1.12494439	"8849"	1.12501798	
"12020"	"24624"	0.31244000	"18475"	0.32485384	"30024"	0.36751746	"28863"	0.40502846	"15860"	1.02927072	"7822"	1.04838233	
"9925"	"15264"	0.26961044	"11620"	1.07052780	"818"	1.08026609	"26947"	1.09546291	"20269"	1.09974210	"13039"	1.10859894	
"18468"	"28253"	0.21388194	"11698"	1.34777215	"1235"	1.48979176	"2344"	1.53180853	"14511"	2.13313456	"31315"	2.14987282	
"16602"	"27358"	1.11192888	"8837"	1.22019744	"1569"	2.04663151	"181"	2.08786216	"31083"	2.11888527	"22606"	2.13522052	
"30389"	"5523"	2.07166594	"3508"	2.13853352	"10667"	2.19353020	"12779"	2.22491882	"8159"	3.00885138	"18299"	3.04540927	
"7784"	"18104"	0.27343291	"18126"	0.40202473	"12613"	1.41370419	"9324"	1.51340615	"21059"	1.54349863	"16981"	1.65426359	
"22550"	"27716"	0.34713912	"2609"	1.07564485	"10349"	1.10065301	"8917"	1.11147159	"4514"	1.11355182	"31473"	1.11947903	
"29981"	"17674"	0.25941383	"12945"	1.13863892	"15698"	1.17302539	"18226"	1.19737614	"18080"	1.20299430	"4184"	1.21227775	
"17114"	"18426"	0.22228456	"10539"	1.08848896	"9734"	1.13709084	"22919"	1.21219625	"26263"	1.21596842	"16276"	1.35624808	
"12043"	"28053"	1.07359302	"24919"	2.07305898	"17775"	2.07760680	"15380"	2.08268094	"7064"	2.09878393	"27831"	2.09954852	
"25289"	"16697"	0.50461188	"11781"	0.50660152	"17501"	1.22233945	"20796"	1.48298066	"24401"	1.56591335	"13124"	1.59067130	
"3447"	"11361"	1.31877004	"4974"	1.44994676	"2283"	2.04515610	"13090"	2.05269975	"3624"	2.06537895	"30425"	2.06581966	
"16429"	"19477"	0.19138745	"15276"	0.23772714	"9205"	0.24933127	"14208"	0.35870520	"3501"	0.37161919	"9042"	0.41731098	
"13609"	"27180"	1.05972514	"1924"	1.11535995	"22397"	1.14106421	"18754"	1.15369985	"31280"	1.15380900	"7972"	1.19319207	
"8400"	"15380"	0.25837294	"32027"	0.35769737	"16430"	0.41121030	"26050"	1.09228782	"14374"	1.09545992	"3804"	1.19462579	
"4825"	"4424"	1.51401492	"3195"	1.57022773	"1527"	1.70065480	"8116"	1.77148136	"14511"	2.33882172	"18639"	2.39273844	
"26729"	"14248"	1.69171907	"4236"	2.03254830	"4741"	2.21182431	"18360"	2.21926195	"28325"	2.25100207	"29679"	2.27292951	
"17231"	"30473"	0.02807267	"9051"	0.02847652	"25722"	0.08821988	"22094"	0.08899326	"12510"	0.09825813	"30527"	0.09933353	
"16882"	"4724"	0.20154426	"383"	0.30430433	"13417"	0.39389468	"15151"	0.40298172	"25971"	0.43472496	"8559"	0.45159496	
"31055"	"16797"	0.14208146	"18342"	0.25241615	"4944"	0.33633700	"17872"	1.04638009	"21207"	1.10916447	"2067"	1.16066445	
"22311"	"24464"	0.55609743	"3343"	1.07447784	"5053"	1.14378060	"32023"	1.20846000	"26398"	1.34684706	"27831"	1.37190727	
"19585"	"19572"	1.44838836	"1891"	2.31368100	"24343"	2.32449136	"7188"	2.33565872	"16981"	2.38075706	"9324"	2.47892673	
"18835"	"4236"	0.33020847	"15468"	1.04033181	"18360"	1.13319273	"4741"	1.14063037	"28325"	1.14226893	"18775"	1.16159601	
"1607"	"4073"	0.28119466	"14535"	0.52430952	"24919"	1.35111274	"25969"	1.36139325	"12887"	1.38355015	"17916"	2.18752868	
"31595"	"25226"	0.07321844	"25579"	1.06913491	"188"	1.15702262	"16457"	1.46355646	"27899"	1.51186049	"23229"	2.14158140	
"18002"	"1088"	0.25332209	"15262"	0.26290070	"25635"	0.32456669	"18361"	0.35584841	"8408"	0.64146447	"4741"	1.16534659	
"19265"	"13124"	0.40282702	"27645"	1.09487455	"17829"	1.13368383	"17844"	1.17500168	"17655"	1.20271800	"5014"	1.23850692	
"19060"	"3435"	2.04916641	"12244"	2.07699183	"18267"	2.13209314	"22919"	2.13284302	"21318"	2.16815837	"16276"	2.18715485	
"2522"	"7972"	1.48759207	"2572"	1.57273398	"10487"	1.67144183	"18656"	1.75842691	"5441"	1.89637579	"31595"	2.07166383	
"2380"	"3069"	0.66544642	"9087"	1.08167751	"846"	1.35399948	"1343"	1.42374780	"29081"	1.42854510	"26043"	1.42893579	
"21056"	"22045"	0.24556158	"11927"	0.45086003	"32535"	0.51667085	"9484"	0.58761068	"3638"	0.59638340	"16821"	0.73207053	
"25443"	"17698"	1.12771614	"16645"	1.17553083	"23078"	1.21325012	"18267"	1.25749093	"21318"	1.28963929	"31725"	1.32394785	
"4471"	"25404"	1.01551638	"1871"	1.03470227	"12647"	1.19492908	"6378"	1.21507891	"32117"	1.26104590	"18846"	1.28732746	
"31924"	"20122"	1.28127164	"30625"	1.59324335	"14492"	2.10268120	"23999"	2.18215688	"2564"	2.27181805	"15501"	2.33896599	
"14905"	"7724"	1.13163794	"29679"	1.21827309	"18360"	1.24454340	"28325"	1.33581138	"15468"	1.33591507	"4741"	1.36157007	
"30311"	"7666"	1.08416722	"9591"	1.12124459	"31726"	1.14541526	"31023"	1.24997448	"21617"	1.25692875	"606"	1.26536834	
"15292"	"2008"	0.33298052	"30352"	0.42524321	"24255"	0.42531556	"22757"	0.47516403	"29169"	1.07611459	"25722"	1.08731005	
"17226"	"11036"	0.26261678	"14000"	0.32876496	"14455"	0.38163768	"2191"	0.39252089	"8184"	1.12392326	"25404"	1.13474838	
"11589"	"31726"	0.31342798	"1125"	1.09125407	"7666"	1.12810068	"22045"	1.15563584	"11927"	1.16915346	"18534"	1.17843884	
"15889"	"11763"	2.13635450	"32350"	2.15184721	"9730"	2.21588805	"12639"	2.28434281	"2344"	2.30533703	"7757"	2.56272137	
"31396"	"12020"	0.54965000	"24624"	0.66578142	"18475"	0.67931343	"30024"	0.72197705	"28863"	0.87304581	"18632"	1.17110696	
"16496"	"3341"	1.15578862	"1869"	1.58550082	"31473"	2.16975742	"11010"	2.17229687	"10221"	2.17559424	"22550"	2.20704468	
"29440"	"26850"	1.03080938	"12309"	1.12315397	"22337"	1.15029595	"10776"	1.17997070	"3886"	1.18594188	"26761"	1.23215258	
"16168"	"15508"	0.05325058	"19007"	0.21368735	"5380"	0.39027439	"11014"	0.43290049	"4952"	0.43350743	"19221"	0.49231923	
"13391"	"21694"	0.23328529	"13407"	0.23880142	"23005"	0.29502876	"26066"	0.30673270	"32508"	0.30830164	"13205"	0.38875447	
"30907"	"13090"	3.14500265	"18104"	3.27186204	"22680"	3.30324695	"12613"	3.32994155	"2194"	3.33125409	"7784"	3.35773524	
"1156"	"30425"	1.19783228	"3447"	1.26365195	"16116"	1.48156920	"18158"	1.61594676	"4974"	1.68620145	"3476"	2.04330249	
"1451"	"641"	0.25969747	"6079"	0.34990279	"1699"	0.39509522	"8433"	0.44683675	"13621"	0.47410140	"17167"	0.49284628	
"4930"	"15234"	1.19511160	"15329"	1.37920945	"15401"	2.17375804	"1409"	2.23582119	"14661"	2.25653347	"989"	2.25704891	
"14367"	"7024"	0.46727372	"1542"	1.14350149	"13205"	1.18288025	"29416"	1.21547292	"31435"	1.24476380	"572"	1.25445909	
"32044"	"492"	1.18387657	"8562"	1.22680161	"5306"	2.06824995	"11663"	2.13323759	"15442"	2.19390202	"7163"	2.22107870	
"8593"	"26064"	0.35372898	"9609"	1.21520753	"28936"	1.22434354	"15430"	1.24923930	"24570"	1.26275484	"7492"	1.27664095	
"23113"	"13364"	0.12025767	"6369"	0.20056738	"4351"	0.22395154	"10157"	0.33655955	"2364"	0.40763258	"5736"	1.04404963	
"15979"	"26933"	2.04137129	"31062"	2.11374401	"15513"	2.35260447	"6322"	2.43321420	"28985"	3.03258491	"31324"	3.03708350	
