ID	1st	1st dist	2nd	2nd dist	3rd	3rd dist	4th	4th dist	5th	5th dist	6th	6thdist
"14233"	"22199"	0.06056873	"7887"	0.11582276	"27613"	0.19370121	"16948"	0.24509015	"27973"	0.24859674	"14749"	0.27548135	
"28881"	"20849"	0.19134740	"11014"	0.19656060	"17425"	0.24583255	"4952"	0.24752943	"19007"	0.24872046	"19771"	0.26316991	
"26084"	"17287"	0.95694903	"28350"	1.01150678	"14580"	1.04439693	"1454"	1.05216639	"8743"	1.06213133	"21199"	1.28624218	
"22099"	"23793"	0.27998029	"1259"	0.29461762	"5330"	1.00214916	"4988"	1.00235891	"13205"	1.00288058	"23971"	1.00309288	
"3821"	"32254"	1.04126654	"20035"	1.06073540	"6979"	1.42067658	"16339"	1.43080127	"605"	1.43248939	"18336"	1.43417651	
"18353"	"6898"	0.06763817	"18661"	0.14031552	"13193"	0.23886923	"16364"	0.27034713	"11499"	0.41273089	"19484"	0.44435109	
"30540"	"32539"	1.23231037	"4280"	1.57474911	"22483"	1.57519944	"27783"	1.57526390	"24650"	1.57810475	"15965"	1.58223244	
"18987"	"4641"	0.39818358	"18843"	1.00341995	"6441"	1.00867521	"25240"	1.02675202	"12332"	1.41719192	"28254"	1.41750999	
"8425"	"29740"	1.42482613	"7598"	1.42771065	"27067"	1.43028120	"6477"	1.43103089	"9515"	1.43414021	"12269"	1.43752908	
"1966"	"12298"	0.17463347	"25888"	0.25554121	"32428"	0.27363418	"17993"	0.35777890	"8584"	0.38713067	"7064"	0.39449235	
"2231"	"5008"	0.12958365	"12907"	0.15490578	"27114"	0.36543565	"29133"	0.40508518	"12946"	1.00899771	"21843"	1.01883208	
"26947"	"12468"	0.04668453	"25303"	0.05420895	"26975"	0.06708774	"19121"	0.08015993	"27531"	0.08289836	"1060"	0.08457689	
"11193"	"3298"	0.41954808	"21147"	1.00925488	"21538"	1.00975672	"5297"	1.02074475	"27724"	1.02232594	"20725"	1.03493724	
"29169"	"25722"	0.02841422	"17308"	0.04059246	"30527"	0.04339648	"12270"	0.04484975	"9680"	0.05963262	"6765"	0.07706932	
"17222"	"5305"	1.00248588	"14611"	1.01853383	"7888"	1.02334381	"14594"	1.16866225	"23463"	1.41436916	"31324"	1.41560764	
"15813"	"25609"	0.11011152	"3350"	0.12242274	"1419"	0.17500154	"12158"	0.17583131	"15173"	0.49918399	"23993"	1.00375268	
"29233"	"15944"	0.02742669	"17129"	0.11001490	"3528"	0.13340812	"30270"	0.13515359	"27107"	0.14089925	"7786"	0.15590224	
"3387"	"9271"	1.00209638	"19007"	1.00710561	"1280"	1.00947313	"16168"	1.01485867	"6407"	1.01521318	"15508"	1.01646584	
"25256"	"15430"	0.15535365	"24570"	0.15837767	"22006"	0.21415238	"16253"	0.31911797	"27193"	1.01031151	"21869"	1.01496268	
"31936"	"8353"	0.13708660	"30959"	0.20437637	"14461"	1.00339629	"12081"	1.00534015	"2395"	1.00600781	"142"	1.00765739	
"17167"	"8433"	0.04138859	"28148"	0.04797529	"13621"	0.05366290	"19058"	0.05373042	"1699"	0.08026477	"7835"	0.14491848	
"9680"	"30527"	0.01807280	"12510"	0.02158719	"17308"	0.02301413	"12450"	0.02818677	"22094"	0.02934269	"25722"	0.04976873	
"2540"	"26398"	1.41632226	"15046"	1.73496355	"16029"	1.73951186	"7553"	1.74137984	"11700"	1.74399227	"19565"	1.74587734	
"24051"	"10005"	1.00903870	"14879"	1.02323170	"17068"	1.02700832	"25998"	1.04068911	"31925"	1.05445268	"11573"	1.05504490	
"5959"	"32404"	1.01172571	"7916"	1.06739021	"3624"	1.07597584	"7439"	1.07848956	"30742"	1.42050162	"17963"	1.42190336	
"20215"	"15860"	0.11038014	"8243"	0.17963227	"21897"	0.18390720	"2929"	0.19643319	"1346"	0.20438205	"27633"	1.00161861	
"13417"	"15151"	0.00908703	"25971"	0.03051320	"24514"	0.04679792	"8559"	0.07270114	"24734"	0.08302805	"25509"	0.09015917	
"6079"	"641"	0.07029583	"1451"	0.24447418	"8433"	0.32010296	"7835"	0.33101156	"17167"	0.35003144	"1699"	0.35335462	
"30667"	"29529"	1.00100633	"7217"	1.01130082	"30292"	1.02885489	"1520"	1.05339693	"588"	1.41432502	"32479"	1.41567127	
"13774"	"8876"	0.02745471	"10000"	0.12791660	"30689"	0.15908965	"10941"	0.18034404	"14318"	0.26173034	"12475"	1.00032971	
"969"	"23736"	1.00790548	"15878"	1.01405141	"28336"	1.01615357	"11336"	1.41464635	"9218"	1.41580263	"1662"	1.41608304	
"28887"	"27005"	1.01058635	"16645"	1.05195469	"13672"	1.41747907	"4617"	1.41748231	"31509"	1.42090508	"306"	1.42109449	
"26850"	"29440"	1.00038105	"10804"	1.00094857	"5259"	1.02082522	"11627"	1.02533868	"10347"	1.03382994	"7791"	1.41495077	
"18535"	"1762"	1.00363660	"6511"	1.00605577	"27724"	1.00618120	"20725"	1.01184232	"26349"	1.01874151	"21538"	1.01894024	
"9218"	"11336"	0.06836589	"1662"	0.11063225	"8827"	0.11683651	"22009"	0.11685174	"17552"	0.12060349	"1784"	0.12305876	
"24948"	"1343"	0.33989166	"1880"	1.00340558	"19906"	1.00798880	"29755"	1.01668274	"20240"	1.02248994	"13672"	1.02825560	
"29348"	"340"	0.30095422	"533"	0.38209902	"30631"	0.43805684	"6382"	0.47416650	"13264"	0.67823844	"26394"	1.03720730	
"26263"	"22919"	1.00000711	"12244"	1.00238215	"20079"	1.02323550	"14650"	1.11891938	"6603"	1.41461176	"31723"	1.41633448	
"3924"	"30631"	1.01937915	"340"	1.02547334	"6382"	1.03051100	"533"	1.04664551	"20282"	1.06383194	"29348"	1.10369093	
"29861"	"26647"	0.16963857	"18841"	0.17221091	"1770"	0.33041332	"25710"	0.37151870	"14208"	1.00598697	"14233"	1.00628670	
"17170"	"23623"	1.42297789	"23840"	1.42519380	"26223"	1.43020916	"8375"	1.43179973	"2751"	1.43590039	"32238"	1.43885300	
"166"	"3566"	1.00133339	"18995"	1.05016072	"20063"	1.41539913	"25888"	1.41633134	"26096"	1.41633472	"13137"	1.41710517	
"4184"	"17712"	0.09744255	"105"	0.10739684	"12275"	0.12922324	"15898"	0.14761754	"1484"	0.17120181	"21770"	0.17616045	
"181"	"14587"	1.00753393	"26338"	1.00920624	"29137"	1.01352371	"27645"	1.01680739	"21206"	1.02576676	"8968"	1.03246816	
"25172"	"20078"	0.11410333	"13219"	0.11818170	"17277"	0.12188329	"23357"	0.24878474	"18672"	0.36067022	"8559"	1.00088652	
"24102"	"15335"	0.06382066	"8511"	0.15224092	"19790"	0.18929862	"15486"	0.32080293	"18235"	0.36376230	"8884"	0.47122132	
"31597"	"26477"	1.00715158	"22670"	1.41533074	"778"	1.41587164	"29058"	1.41753402	"31435"	1.42154663	"27863"	1.42166512	
"11361"	"23647"	1.02089534	"18591"	1.04445232	"2283"	1.04477503	"560"	1.04893914	"7516"	1.05282271	"23789"	1.09274685	
"30024"	"18475"	0.03204096	"24624"	0.10862461	"4417"	0.14814381	"12020"	0.24146479	"28863"	0.25050271	"6395"	0.32689016	
"25380"	"30441"	1.00302367	"19846"	1.03830137	"29081"	1.41443569	"9366"	1.41460821	"16697"	1.41523364	"11781"	1.41540009	
"24261"	"24145"	0.02943743	"32400"	0.07480472	"15921"	0.14621857	"8224"	0.14662122	"25743"	0.15095666	"1964"	0.15577901	
"19189"	"27456"	0.06639022	"4244"	0.08196784	"7213"	0.13122148	"28624"	0.26891596	"4184"	1.00150010	"14365"	1.00152036	
"29802"	"30780"	1.00275060	"26319"	1.00598957	"3435"	1.00687505	"17150"	1.01604977	"2061"	1.01943109	"17531"	1.07037917	
"15401"	"16073"	1.00638362	"24991"	1.01134676	"3743"	1.02433158	"22199"	1.41456648	"14233"	1.41572992	"1409"	1.41766392	
"27531"	"4163"	0.01681932	"3916"	0.03754932	"26975"	0.03761506	"20918"	0.05007057	"21834"	0.07312146	"28470"	0.07600798	
"12354"	"28638"	0.12250100	"13276"	1.00130514	"9099"	1.00147270	"15171"	1.00276850	"6094"	1.00321525	"7253"	1.00342298	
"13786"	"22877"	0.14461326	"7211"	1.41820439	"18661"	1.42681039	"23355"	1.43906804	"18353"	1.44334228	"6898"	1.44854640	
"28824"	"30265"	0.10248883	"2213"	0.12724954	"27107"	0.12842113	"7786"	0.13092177	"30270"	0.17403412	"26861"	0.17831178	
"21048"	"19570"	1.01353381	"6912"	1.01873398	"3695"	1.04110399	"15100"	1.04620131	"1024"	1.05258588	"24931"	1.05670393	
"560"	"18591"	1.00086354	"7516"	1.00136071	"2283"	1.00181754	"9887"	1.00656746	"23789"	1.01041433	"23647"	1.02762902	
"5099"	"24068"	0.35396011	"26443"	0.46354045	"31267"	0.88466413	"17790"	1.01534910	"24009"	1.02457181	"4899"	1.03493036	
"15271"	"15081"	0.09372269	"3727"	0.11721441	"1944"	0.19258075	"8572"	0.22457076	"25998"	0.27988801	"24766"	0.29609567	
"13137"	"19699"	0.25791194	"3566"	1.00597799	"18862"	1.02328693	"18995"	1.04335080	"17993"	1.41646064	"166"	1.41710517	
"30552"	"25899"	0.26577429	"9960"	1.00318150	"8184"	1.00490350	"13728"	1.00743025	"17626"	1.00764297	"23486"	1.01273377	
"27376"	"30375"	1.00474608	"22734"	1.00476237	"11907"	1.00912092	"29904"	1.01968620	"18835"	1.02184810	"4236"	1.02802481	
"10648"	"12818"	1.41564153	"29121"	1.41699987	"15024"	1.41893094	"13124"	1.42084772	"26338"	1.42114144	"24824"	1.42191848	
"21736"	"2307"	0.06963811	"11509"	0.07700439	"26986"	0.09039146	"16663"	0.09164516	"20075"	0.09200394	"2646"	0.09653158	
"27982"	"19494"	0.03104829	"2217"	1.00040883	"15452"	1.00115847	"27159"	1.00130746	"15066"	1.00206591	"11437"	1.00261612	
"20824"	"21697"	1.00721899	"1138"	1.02166507	"1425"	1.03509456	"23154"	1.04590513	"23999"	1.04597554	"14492"	1.06764169	
"19678"	"7533"	0.16671817	"22669"	0.17894318	"15680"	0.24183833	"31371"	0.24643712	"5014"	0.26435218	"28273"	0.26462571	
"4607"	"2953"	0.25102424	"15524"	0.40736668	"30708"	1.00755449	"4686"	1.00862266	"24580"	1.00901622	"3737"	1.00991267	
"18508"	"26338"	0.32342614	"27468"	1.00042129	"4922"	1.00050259	"31707"	1.00274663	"3476"	1.00463111	"32359"	1.00793922	
"8398"	"28127"	0.01820298	"8369"	0.04851348	"9009"	0.07936272	"9909"	0.08868215	"17552"	0.09146365	"13253"	0.09440962	
"14096"	"20239"	0.05807641	"13758"	0.44063242	"21809"	1.01228786	"13466"	1.01253424	"14967"	1.01346836	"8912"	1.01460528	
"6843"	"2067"	0.07110806	"10848"	0.08434635	"28596"	0.09713648	"30291"	0.11337163	"30468"	0.14075106	"19076"	0.14165378	
"7848"	"15583"	0.12923248	"5503"	0.13506467	"2217"	0.14482418	"11802"	0.15078679	"2051"	0.15268486	"15066"	0.17193608	
"20123"	"13758"	1.01849825	"27082"	1.03155713	"13466"	1.03259928	"31723"	1.03370483	"25653"	1.03552369	"5943"	1.04936946	
"14529"	"10539"	1.01538743	"17114"	1.42038500	"18426"	1.42327620	"16713"	1.42869489	"16045"	1.43682226	"5869"	1.48224247	
"4955"	"16276"	0.13358163	"12095"	1.00095700	"27097"	1.00126056	"18540"	1.00164211	"7263"	1.00251292	"9421"	1.00304743	
"8375"	"23623"	1.01523743	"2330"	1.02096578	"6094"	1.02655942	"1971"	1.03193032	"6597"	1.03210139	"22693"	1.05578914	
"21945"	"15081"	1.00544578	"19467"	1.00552614	"3727"	1.00570114	"14401"	1.00703985	"15271"	1.00885964	"1944"	1.01223887	
"18878"	"10840"	1.00451617	"24668"	1.00971967	"20496"	1.02216007	"31898"	1.02991970	"20023"	1.41489673	"30959"	1.41729210	
"4067"	"20235"	1.48513065	"8593"	1.73444635	"7492"	1.73958087	"21236"	1.74537427	"20621"	1.74830267	"18089"	1.74844470	
"2155"	"20850"	1.04612772	"27821"	1.41619510	"2170"	1.48881219	"24553"	1.52635677	"13331"	1.54399728	"8311"	1.56857001	
"29737"	"19587"	0.01801919	"31070"	0.04548652	"2261"	0.09462890	"22892"	0.18335085	"21335"	0.21979647	"9984"	1.00462643	
"11334"	"1589"	1.08386533	"20317"	1.41453803	"22341"	1.41494268	"24612"	1.41789865	"31572"	1.42094016	"29011"	1.42462165	
"20848"	"27338"	1.00189388	"7210"	1.05266530	"31726"	1.41474308	"10853"	1.41579750	"17110"	1.41587177	"16750"	1.41590746	
"26032"	"7036"	0.27071139	"30869"	0.56496376	"22616"	0.58756440	"4673"	0.59522068	"30346"	0.59979094	"2286"	0.61180180	
"7436"	"14374"	1.00422318	"29529"	1.00583690	"28582"	1.00603091	"7800"	1.00752705	"18799"	1.00754975	"26050"	1.00918851	
"1082"	"20317"	0.39027442	"23078"	0.51515725	"13379"	1.03349430	"20246"	1.04648666	"9540"	1.09807132	"8607"	1.42440041	
"18315"	"6378"	1.02684630	"3400"	1.03619900	"11858"	1.04282022	"12061"	1.04909928	"9960"	1.05331731	"25404"	1.06940359	
"25728"	"27923"	0.08694236	"16227"	0.13073952	"30959"	1.00920793	"25165"	1.01055876	"8353"	1.01149223	"13813"	1.01364965	
"11146"	"11772"	0.28601796	"10086"	1.00162624	"11933"	1.00206348	"9612"	1.00260613	"28844"	1.00281919	"24274"	1.00282497	
"10221"	"3743"	1.00087239	"27961"	1.00493144	"4353"	1.00668440	"15197"	1.00742203	"29704"	1.00793364	"1409"	1.00863668	
"19836"	"12295"	1.02781059	"10349"	1.07420688	"31905"	1.41448174	"8163"	1.42876747	"30705"	1.43232485	"11010"	1.44617614	
"29491"	"12149"	0.19177624	"25998"	0.51507636	"10005"	0.52034354	"17068"	0.52398624	"24766"	0.54218507	"8572"	0.55546085	
"18342"	"4944"	0.17490588	"31055"	0.17605379	"16797"	0.18384226	"14173"	1.00142774	"20127"	1.00143452	"12962"	1.00204618	
"15698"	"12945"	0.11650746	"12649"	0.17090169	"6010"	0.22177775	"20357"	0.49714051	"22787"	1.00535178	"18457"	1.00553102	
"4777"	"29048"	0.00432057	"15116"	0.09807543	"18793"	0.11001512	"6385"	0.15953764	"28523"	0.18533461	"21623"	0.24267999	
"26019"	"9011"	1.00110430	"10765"	1.00185923	"21263"	1.00294593	"24209"	1.00447099	"21739"	1.00527031	"8502"	1.00877600	
"31402"	"15578"	0.24699340	"7084"	0.27331837	"1419"	1.01750308	"12158"	1.01835211	"3350"	1.02782684	"25609"	1.03012380	
"20604"	"18956"	0.23398598	"8865"	0.25475350	"27947"	0.27490111	"1320"	1.00258800	"11115"	1.00556264	"11223"	1.00557471	
"19001"	"7248"	1.73352923	"23296"	1.73763330	"21964"	1.73990856	"7151"	1.74773095	"31304"	1.75485996	"15384"	1.76122274	
"1538"	"10798"	0.05953565	"17547"	0.08948805	"13731"	0.09673856	"13555"	0.09754310	"557"	0.11114658	"30804"	0.11224203	
"29199"	"8217"	0.43757281	"14803"	0.45919634	"31279"	0.52122489	"7392"	0.54111545	"26006"	0.60051057	"5373"	0.65890357	
"17916"	"10862"	1.00753237	"17775"	1.00899922	"11995"	1.01037674	"14511"	1.01376621	"6595"	1.01386187	"6512"	1.04183186	
"26477"	"31597"	1.00715158	"7532"	1.41435816	"2653"	1.41438059	"16540"	1.41457508	"17748"	1.41498806	"22670"	1.41592213	
"15944"	"29233"	0.02742669	"17129"	0.10299192	"27107"	0.12006685	"30270"	0.12269664	"3528"	0.13539433	"7786"	0.13763212	
"32350"	"24384"	1.41430896	"26956"	1.41553351	"7213"	1.41711792	"19238"	1.41746237	"19189"	1.42083649	"30016"	1.42368508	
"18370"	"24669"	1.42754709	"647"	1.43121107	"31725"	1.43121282	"31509"	1.43568693	"22213"	1.44337125	"3088"	1.44409355	
"24464"	"32530"	0.22050746	"22311"	0.32189358	"25599"	1.01138597	"17957"	1.01239421	"7268"	1.01283741	"5534"	1.01509834	
"21195"	"1653"	1.00039623	"11530"	1.00140186	"23964"	1.00235250	"16899"	1.00256843	"26909"	1.00305240	"26143"	1.00400791	
"31022"	"31473"	1.41456377	"8116"	1.41499766	"15380"	1.41597847	"9082"	1.41603051	"2344"	1.41629038	"29529"	1.41664103	
"14326"	"31143"	0.41905979	"6489"	0.50072013	"19570"	1.01759221	"26969"	1.03707325	"1306"	1.03809206	"5907"	1.03876292	
"19014"	"11177"	0.03836073	"2486"	0.10944875	"29169"	0.12429544	"25712"	0.12784247	"31582"	0.13114560	"12270"	0.13248452	
"13813"	"29227"	1.00018295	"16227"	1.00532721	"27923"	1.01267801	"25728"	1.01364965	"24059"	1.01727329	"25165"	1.04094544	
"18530"	"15028"	1.00784016	"28037"	1.01018588	"801"	1.02651899	"12633"	1.04253420	"25726"	1.41460660	"641"	1.41672191	
"142"	"9273"	0.07970615	"2395"	0.15662860	"5638"	0.21083010	"30328"	0.22296376	"31586"	0.27738591	"18511"	0.28025239	
"30588"	"19981"	0.20608043	"14187"	1.00954965	"6275"	1.02567123	"26529"	1.05954098	"963"	1.07488181	"22776"	1.09562025	
"12495"	"12890"	0.07556376	"11878"	0.11596929	"25198"	0.17992471	"23943"	0.18411593	"30463"	0.31301239	"15671"	1.00009743	
"3626"	"23003"	0.07140037	"9180"	0.07580492	"12962"	0.10807800	"1784"	0.11582964	"27161"	0.13067582	"1069"	0.13208715	
"26728"	"23053"	0.06470606	"28355"	0.08675797	"16189"	0.19742609	"11336"	0.21612857	"9218"	0.26625777	"17872"	0.27711732	
"16604"	"29440"	1.08118365	"22337"	1.08861092	"22081"	1.09616820	"5782"	1.10508483	"22219"	1.43203127	"17290"	1.43299608	
"27097"	"5430"	0.31933257	"4955"	1.00126056	"29947"	1.00179773	"12095"	1.00350219	"30869"	1.00476300	"19186"	1.00875290	
"1154"	"27711"	0.04481117	"25559"	0.13408960	"1060"	0.14981969	"1222"	0.15408582	"26947"	0.16393725	"16228"	0.16913960	
"27090"	"30945"	1.00728815	"15468"	1.00999304	"18360"	1.01334929	"12304"	1.01625567	"4741"	1.01839413	"29679"	1.01909208	
"22200"	"1921"	1.03062627	"3727"	1.41500690	"15081"	1.41504335	"18632"	1.41527468	"21318"	1.41548593	"21617"	1.41617062	
"23658"	"30491"	0.16929195	"27527"	0.20146597	"13755"	0.56524256	"9169"	1.00019329	"11652"	1.00297270	"19695"	1.00755469	
"26540"	"23190"	1.00588672	"4559"	1.03224623	"9201"	1.41455195	"11858"	1.41554752	"9260"	1.41566303	"13105"	1.41589904	
"15388"	"30737"	1.00947693	"21207"	1.01989680	"24401"	1.02283609	"11104"	1.02558190	"27283"	1.03063091	"17655"	1.03081355	
"28451"	"21644"	1.00671500	"9609"	1.01365573	"3848"	1.03834181	"29703"	1.04869116	"11683"	1.09705555	"470"	1.41737962	
"6394"	"13851"	1.43290788	"19244"	1.73449737	"7731"	1.73477546	"18922"	1.73803854	"14760"	1.73987511	"19602"	1.74138446	
"833"	"703"	0.15959277	"5736"	0.17475835	"3085"	0.18268526	"18982"	1.00210415	"10157"	1.00297606	"14197"	1.00311561	
"9704"	"31776"	1.00683931	"29063"	1.00948291	"13385"	1.01115979	"9325"	1.02024266	"22379"	1.02098467	"6511"	1.02371446	
"20282"	"533"	1.00179242	"6382"	1.01322580	"340"	1.01506224	"30631"	1.04202691	"3924"	1.06383194	"29348"	1.07235815	
"9669"	"265"	0.06858479	"25251"	0.19223474	"10112"	0.20672152	"20358"	0.27588489	"19659"	0.32333566	"19014"	1.00037776	
"29017"	"7492"	1.75674850	"22911"	1.77802711	"16742"	1.79345014	"17612"	1.87715919	"23647"	2.00234786	"2408"	2.00306118	
"23932"	"22611"	1.00087481	"24514"	1.00170257	"25509"	1.00196284	"25971"	1.00240532	"13487"	1.00384677	"16663"	1.00396318	
"10428"	"16662"	1.01359570	"5253"	1.01662200	"10196"	1.01824387	"2609"	1.02116950	"8917"	1.02122893	"21809"	1.02422112	
"14797"	"28586"	0.11102169	"5796"	0.18369538	"19477"	1.00079207	"13728"	1.00107199	"22199"	1.00107644	"29324"	1.00170802	
"12779"	"3508"	1.00273177	"681"	1.00974420	"17184"	1.06677766	"25058"	1.08119524	"28875"	1.24642370	"20070"	1.41451122	
"23848"	"30680"	1.74433412	"12241"	1.75611731	"4603"	1.76888519	"30279"	1.77777333	"146"	1.80024519	"24872"	1.81260599	
"14911"	"15111"	1.02016833	"16868"	1.03204203	"6137"	1.41571275	"31250"	1.41573034	"17702"	1.41610896	"11156"	1.41684766	
"470"	"15886"	1.05615219	"21644"	1.41724604	"28451"	1.41737962	"9609"	1.42805737	"16429"	1.43694272	"15276"	1.43830877	
"19733"	"24375"	1.01029876	"17179"	1.01520537	"26295"	1.01594515	"10589"	1.01634762	"20769"	1.01923675	"19287"	1.01940575	
"7213"	"4244"	0.10737330	"19189"	0.13122148	"27456"	0.17820467	"28624"	0.29286479	"15898"	1.00158312	"13030"	1.00159172	
"22944"	"8103"	0.40255318	"27969"	0.52616216	"3630"	1.08830671	"8884"	1.12487005	"7220"	1.12645142	"6201"	1.13153195	
"9079"	"6643"	0.32273931	"14024"	1.00125698	"11831"	1.00634027	"10589"	1.01422921	"4583"	1.02274470	"9463"	1.02850387	
"27831"	"2941"	1.00157743	"23964"	1.00460053	"32530"	1.00499918	"26909"	1.00908361	"1266"	1.00957573	"5534"	1.01027600	
"26206"	"10347"	1.41649455	"9703"	1.42025061	"31990"	1.42874482	"9660"	1.43580634	"5259"	1.43765752	"22620"	1.43962251	
"14187"	"26529"	0.34820229	"2008"	1.00121675	"19981"	1.00480031	"6275"	1.00939814	"30588"	1.00954965	"19968"	1.01764963	
"2191"	"14455"	0.30885705	"17226"	0.31493470	"11036"	0.34967422	"13105"	0.36140716	"14000"	0.36582746	"32284"	1.00158683	
"17743"	"18511"	0.00662890	"31586"	0.01129550	"11421"	0.08624859	"5638"	0.11034014	"30328"	0.14406105	"9273"	0.25448704	
"17797"	"27048"	0.06102255	"14072"	0.10466711	"3476"	0.11038760	"31707"	0.17693375	"4922"	0.18423781	"32359"	0.18842270	
"30508"	"28411"	1.42174578	"29825"	1.42230424	"8009"	1.42878331	"29305"	1.43917537	"4502"	1.44331807	"10157"	1.73257866	
"10295"	"14177"	0.06714872	"16208"	0.09847727	"31454"	0.10818890	"19330"	0.11255726	"22829"	0.11461198	"28489"	0.11763148	
"20473"	"27831"	1.41481994	"2941"	1.41602106	"9636"	1.42752152	"9227"	1.43031100	"4651"	1.73272837	"24403"	1.73294439	
"28816"	"30083"	1.00996065	"17109"	1.01730298	"10781"	1.42152724	"12361"	1.42483121	"9734"	1.43726881	"4937"	1.44254326	
"17649"	"4686"	1.00928152	"4607"	1.01350938	"2953"	1.01501627	"5754"	1.01693424	"16751"	1.01771525	"29843"	1.02167714	
"21236"	"26064"	1.02101680	"8593"	1.02408605	"18089"	1.03226542	"12986"	1.41833836	"30765"	1.41947593	"2408"	1.42085127	
"2756"	"20605"	1.00026985	"18830"	1.00105757	"10086"	1.00167004	"9612"	1.00380952	"26049"	1.00472688	"29180"	1.00483431	
"26599"	"2572"	1.00698208	"20030"	1.01280610	"10487"	1.02746338	"18656"	1.04865865	"27899"	1.04891717	"17636"	1.05122352	
"15384"	"32254"	1.74204150	"19001"	1.76122274	"25522"	1.76224813	"17262"	1.77406855	"31324"	1.78849959	"9983"	1.79154221	
"6854"	"9865"	1.41484756	"26956"	1.41503840	"2321"	1.41528605	"12332"	1.41847568	"9460"	1.42002646	"14365"	1.42613467	
"12660"	"6898"	1.00621717	"18353"	1.00833287	"18661"	1.01324297	"13193"	1.03019104	"16364"	1.03430120	"23355"	1.09046187	
"27205"	"30582"	1.00641099	"25969"	1.01500119	"12887"	1.03017316	"10252"	1.06931686	"6595"	1.41443050	"10862"	1.41543571	
"15212"	"7791"	1.00883041	"19287"	1.00971338	"26295"	1.01162262	"31830"	1.01265565	"17179"	1.02265443	"19494"	1.02268568	
"20649"	"24027"	0.12063936	"9539"	0.14798078	"23584"	0.15326679	"18648"	0.16175026	"20084"	0.19207280	"21020"	0.19636543	
"8671"	"31925"	1.00263182	"924"	1.02484171	"11573"	1.03047171	"7934"	1.03080717	"9533"	1.04164862	"10511"	1.05001434	
"25076"	"13546"	1.53603182	"7029"	1.65071255	"24241"	1.72839801	"26547"	1.78181277	"24564"	1.81432689	"13018"	1.82930013	
"7553"	"11700"	1.00344549	"26398"	1.01347471	"25795"	1.41465082	"5305"	1.41809993	"23463"	1.41889654	"11652"	1.41926135	
"11344"	"23296"	0.24408852	"21964"	1.04032405	"16339"	1.05797061	"31304"	1.07559532	"8607"	1.43855451	"12613"	1.43961833	
"7228"	"22919"	1.00460740	"9873"	1.05533681	"4423"	1.41520770	"12616"	1.41643370	"26263"	1.41749731	"12639"	1.41819856	
"28715"	"3348"	1.00156144	"4831"	1.03755486	"2592"	1.41779325	"9447"	1.41872279	"3237"	1.42424645	"30588"	1.42589786	
"31420"	"31572"	0.22103252	"11441"	0.43556054	"11652"	1.00854911	"23658"	1.01106891	"21555"	1.01121567	"30491"	1.01643776	
"4218"	"13111"	0.11885562	"5303"	0.15146211	"5929"	0.15164982	"28856"	0.15804407	"18754"	0.16778641	"1924"	0.16871549	
"28056"	"5517"	0.14236271	"11223"	0.19181409	"6723"	0.21124999	"8602"	0.22540003	"28262"	0.24048012	"6092"	0.30238430	
"10667"	"30558"	1.01065628	"12354"	1.41439881	"12779"	1.41484384	"8598"	1.41610325	"3508"	1.41687662	"29904"	1.41725641	
"26169"	"31193"	0.03474053	"18839"	0.05041278	"5087"	0.05697440	"24383"	0.06554746	"19021"	0.06983257	"28342"	0.07684564	
"4377"	"25379"	0.20225687	"2942"	0.41164544	"7404"	0.44502142	"31253"	0.45504555	"19438"	0.50556886	"12681"	0.53392176	
"11028"	"29663"	0.03521649	"1762"	1.00192902	"24486"	1.00402903	"30688"	1.00412067	"15580"	1.00518439	"9325"	1.00636641	
"7532"	"16540"	0.01401820	"17748"	0.02841446	"23917"	0.08588911	"21895"	0.08963152	"808"	0.09512093	"26066"	0.11399117	
"1409"	"29704"	0.06353739	"27961"	0.10074443	"4353"	0.13290857	"7070"	0.16416623	"8346"	0.38843896	"9408"	0.46233735	
"24067"	"13443"	0.02941636	"814"	0.10514224	"28985"	0.12537414	"1322"	0.20454635	"19992"	0.25550141	"20155"	0.27482173	
"6110"	"20779"	0.33516325	"5226"	1.00163319	"13768"	1.00186891	"27587"	1.00249536	"10807"	1.00300814	"29413"	1.00393129	
"12020"	"23040"	0.15446739	"6395"	0.16696940	"18475"	0.22609467	"30024"	0.24146479	"24624"	0.25917001	"28863"	0.28432561	
"9925"	"28469"	0.13340175	"15264"	0.17553128	"11620"	1.00149069	"26947"	1.00218197	"818"	1.00241204	"30463"	1.00310486	
"18468"	"28253"	0.14093163	"1235"	1.04044538	"10252"	1.04590241	"2344"	1.05963974	"14511"	1.41751566	"31315"	1.41869666	
"16602"	"27358"	1.00334749	"24896"	1.00400795	"8837"	1.01023796	"25674"	1.06089441	"7679"	1.16350206	"24038"	1.41447653	
"30389"	"681"	1.41735064	"3508"	1.41771995	"10667"	1.42205837	"20070"	1.42263772	"12779"	1.42332122	"25058"	1.48519105	
"7784"	"18104"	0.18706825	"18126"	0.24751051	"19706"	0.31665547	"14922"	1.00767117	"12594"	1.01273144	"23489"	1.01950217	
"22550"	"12764"	0.09506223	"22555"	0.11395248	"27716"	0.20950078	"16662"	1.00129748	"29534"	1.00139443	"2609"	1.00145399	
"29981"	"17674"	0.17944400	"14967"	1.01180988	"18080"	1.01226785	"30698"	1.01369671	"18586"	1.01722801	"25235"	1.02650496	
"17114"	"18426"	0.14227127	"20683"	1.00045531	"10539"	1.00153705	"16713"	1.02932758	"16276"	1.04515536	"20464"	1.04655559	
