ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist
"13592"	"4583"	0.25584826	"18823"	0.26605131	"11437"	0.27411817	"13128"	0.32352365	"152"	0.38670829	
"29137"	"118"	0.42773286	"28318"	0.50314771	"2883"	0.51245407	"21206"	0.54834528	"27645"	0.55297622	
"30688"	"24486"	0.13695853	"26349"	0.30312509	"22184"	0.41565304	"17877"	0.43269607	"4839"	0.45059427	
"14173"	"20127"	0.03861549	"17552"	0.14928465	"17872"	0.14963246	"1784"	0.17165261	"30859"	0.17681508	
"32394"	"8408"	0.47100652	"17179"	0.73265012	"29092"	0.73694337	"25772"	0.79052810	"18361"	0.79296684	
"21600"	"17822"	0.17914938	"22934"	0.21719045	"18235"	0.28838494	"5014"	0.52493840	"8511"	0.53959303	
"17287"	"20807"	0.62923777	"20662"	0.67316472	"1454"	0.67616380	"24343"	0.69803845	"21199"	0.86344737	
"18159"	"25096"	0.24577655	"16949"	0.33823678	"8917"	0.37109354	"25495"	0.43306066	"13454"	0.43594911	
"13466"	"1088"	0.27958474	"10349"	0.36151809	"20327"	0.36821099	"4741"	0.37882475	"23349"	0.40232433	
"31582"	"2486"	0.06729350	"20406"	0.07429293	"18839"	0.13818205	"15151"	0.20191928	"383"	0.20313958	
"32405"	"16653"	0.42814700	"292"	0.42971860	"6173"	0.50461544	"3435"	0.51269447	"2448"	0.53928904	
"14038"	"17179"	0.52012156	"17200"	0.61273425	"10589"	0.66413865	"1484"	0.68572438	"1088"	0.68669371	
"29703"	"3848"	0.23502156	"9609"	0.28225471	"23902"	0.32747522	"11683"	0.40175550	"21644"	0.40388897	
"26219"	"22776"	0.23340615	"6607"	0.27602939	"16070"	0.29141066	"30527"	0.31370793	"17308"	0.31618113	
"6917"	"30289"	0.69742140	"14114"	1.00851722	"16590"	1.09879266	"30377"	1.17127944	"26350"	1.29975778	
"13046"	"8696"	0.26802521	"21140"	0.27675059	"32256"	0.28835100	"26556"	0.31922091	"16680"	0.33623823	
"13039"	"22184"	0.24148006	"28482"	0.28830297	"3468"	0.39416079	"17877"	0.44974478	"8792"	0.47509635	
"646"	"16999"	0.53499868	"23012"	0.64016417	"6357"	0.73590229	"10052"	0.79424195	"21600"	0.82457522	
"11811"	"29092"	0.31422059	"2321"	0.43663222	"13030"	0.44352666	"12332"	0.45061641	"21770"	0.47966755	
"13111"	"5303"	0.06748367	"28856"	0.07630264	"6996"	0.14225601	"16680"	0.17848591	"1924"	0.18805479	
"5943"	"25451"	0.23677584	"18080"	0.26789376	"31473"	0.32656501	"4244"	0.36837087	"12945"	0.40836452	
"21895"	"2951"	0.09685196	"26819"	0.13219896	"808"	0.15169552	"17715"	0.18266283	"778"	0.22433347	
"420"	"9351"	0.81615003	"12269"	0.91338089	"27426"	1.10094758	"8876"	1.14504624	"7402"	1.19187473	
"32238"	"25264"	0.16607590	"8935"	0.35489738	"2876"	0.67610458	"7724"	0.68998672	"26290"	0.70427711	
"13431"	"20750"	0.85776033	"24147"	0.87897948	"11980"	0.88766718	"775"	0.90582480	"9437"	0.95363919	
"31039"	"14253"	1.00349805	"1571"	1.05481239	"22473"	1.09147931	"13686"	1.16429313	"15595"	1.22931023	
"433"	"25093"	0.57755654	"20019"	0.67310217	"7285"	0.84971993	"8808"	0.86905368	"3014"	0.87249992	
"1407"	"3714"	0.43569806	"25989"	0.61081476	"17181"	0.62565473	"5177"	0.79140652	"1527"	0.79521324	
"12986"	"17413"	0.71586799	"13900"	1.01570051	"7492"	1.24946218	"4146"	1.28976102	"26064"	1.40162176	
"19981"	"23789"	0.49926308	"7516"	0.56821195	"2008"	0.61614147	"22757"	0.62245694	"17277"	0.63180085	
"6821"	"1390"	0.29357617	"588"	0.30719650	"21889"	0.32247027	"10129"	0.35109967	"19136"	0.37047727	
"25863"	"1268"	0.58983897	"28262"	0.68909415	"21861"	0.69719592	"26474"	0.69847157	"17501"	0.71751730	
"21559"	"24624"	0.27484516	"18475"	0.33450529	"28863"	0.34757159	"4928"	0.39492166	"22858"	0.43275653	
"27899"	"16457"	0.35994775	"16653"	0.51386486	"32213"	0.59579487	"2448"	0.62500689	"20437"	0.67837584	
"12854"	"24829"	0.76622536	"26144"	0.84235446	"20774"	0.97290342	"22499"	1.05571123	"1306"	1.07933290	
"12753"	"12468"	0.09008461	"17497"	0.09861967	"1060"	0.10728100	"4342"	0.12691848	"22871"	0.15322297	
"7757"	"19096"	0.92795299	"10757"	1.18444580	"8691"	1.20648468	"3195"	1.24543660	"10078"	1.26712915	
"11597"	"11336"	0.24906329	"17829"	0.26768589	"31163"	0.28728350	"17844"	0.28915472	"22499"	0.30117659	
"7195"	"16650"	0.10212683	"11994"	0.18595838	"23673"	0.34396210	"26753"	0.59083047	"7533"	0.63859182	
"28902"	"20399"	0.92076949	"9723"	1.16087512	"6607"	1.16326564	"22776"	1.19807296	"2321"	1.24387312	
"14778"	"28721"	0.03975695	"26735"	0.16547844	"28489"	0.19550289	"7707"	0.19893326	"17129"	0.20118858	
"1479"	"23459"	0.51193254	"20946"	0.59810541	"5961"	0.79212453	"17596"	0.82254478	"10375"	0.84131487	
"23995"	"340"	0.80485707	"24421"	1.01424441	"7683"	1.04812982	"28318"	1.09608329	"32117"	1.11676481	
"10271"	"12649"	0.26918656	"11010"	0.29770085	"20750"	0.37351898	"4741"	0.37393894	"31473"	0.37548853	
"32023"	"8876"	0.23530855	"12475"	0.24883886	"7064"	0.31330764	"10000"	0.31529060	"30689"	0.35406733	
"20978"	"5253"	0.14947940	"21140"	0.18914196	"27180"	0.20449045	"26556"	0.21832602	"8696"	0.24212446	
"8602"	"6723"	0.09971339	"9933"	0.33344616	"4942"	0.41222862	"4708"	0.41627755	"26474"	0.46365283	
"1640"	"5907"	0.22856135	"8636"	0.27031432	"17547"	0.30135498	"26861"	0.30143147	"10106"	0.31886537	
"13205"	"13407"	0.14995304	"21694"	0.15546918	"23005"	0.20652589	"21895"	0.21053556	"13203"	0.22169976	
"18922"	"23290"	0.93660939	"7492"	0.98083041	"5921"	0.99231057	"3697"	0.99330146	"31684"	0.99863041	
"30270"	"27107"	0.08245612	"7786"	0.10123980	"17129"	0.13238154	"12306"	0.13940016	"28489"	0.16546449	
"30075"	"7039"	0.49898559	"27338"	0.56476013	"606"	0.68920457	"9730"	0.75325164	"9857"	0.75997502	
"2744"	"25863"	0.67772528	"9933"	0.82826134	"3251"	0.83331252	"32070"	0.87765177	"8602"	0.97186964	
"15455"	"13128"	0.07892032	"152"	0.17651709	"11802"	0.17750996	"5955"	0.18120906	"13491"	0.24451529	
"12270"	"30527"	0.06942915	"17308"	0.07190236	"25722"	0.08054280	"29966"	0.11525509	"12510"	0.12529907	
"12104"	"18787"	0.82453643	"8808"	0.86258699	"204"	0.89289587	"7285"	0.98172047	"16090"	1.07677107	
"9876"	"1937"	0.68740359	"4691"	0.85516359	"32274"	0.92051559	"2876"	0.95184849	"9082"	1.06308113	
"21164"	"22549"	0.18392474	"29858"	0.22203019	"31896"	0.29942808	"1964"	0.30215180	"2052"	0.32642025	
"8825"	"10000"	0.38879960	"7029"	0.42613003	"30689"	0.45206369	"4280"	0.45509858	"18995"	0.47751903	
"12095"	"29947"	0.12075801	"16276"	0.22132664	"27314"	0.28883504	"292"	0.38222027	"8630"	0.47377359	
"30698"	"18080"	0.03878562	"12945"	0.20545487	"5943"	0.25188487	"17674"	0.27199439	"12649"	0.28475185	
"24553"	"27467"	0.70073728	"14575"	0.71937087	"22919"	0.87601519	"5157"	0.91659890	"22546"	0.96868404	
"9685"	"19070"	0.33414367	"9732"	0.38424008	"14401"	0.47231301	"15081"	0.50144939	"22504"	0.59503306	
"25330"	"32378"	0.20770381	"27613"	0.32350150	"21941"	0.35656414	"25700"	0.39891053	"8184"	0.42131111	
"6848"	"28936"	0.43444828	"26064"	0.54641474	"9609"	0.57227685	"21644"	0.60509064	"23902"	0.61592750	
"15532"	"7385"	0.36181625	"15338"	0.40455229	"16430"	0.40569022	"4514"	0.42101848	"14374"	0.43788505	
"5176"	"25499"	0.26997688	"9025"	0.27002033	"22680"	0.27246366	"28807"	0.30308768	"25763"	0.30903526	
"3709"	"26880"	0.34648836	"19756"	0.40679826	"7211"	0.41262207	"15"	0.45664901	"1493"	0.69988211	
"27821"	"20850"	1.01606230	"8311"	1.33006560	"7060"	1.55544649	"14575"	1.59677445	"22919"	1.62701862	
"2905"	"3630"	0.35994049	"2276"	0.46202127	"24931"	0.53450699	"31329"	0.60356627	"3692"	0.61355997	
"26810"	"2459"	0.31106337	"3347"	0.52134209	"20122"	0.57116005	"6971"	0.63393319	"22696"	0.76366619	
"8572"	"24766"	0.08970266	"7934"	0.11375178	"9533"	0.11487204	"15081"	0.16616350	"3727"	0.20009412	
"846"	"6480"	0.30173823	"27892"	0.30521028	"14112"	0.36301725	"2751"	0.39410744	"1502"	0.44332221	
"24401"	"17552"	0.17935105	"21207"	0.18094169	"17872"	0.22550213	"20127"	0.22903500	"14173"	0.24025323	
"11115"	"25763"	0.25398695	"9025"	0.33438026	"25499"	0.38158312	"5176"	0.41297609	"7065"	0.45379431	
"31211"	"15646"	0.29645898	"21964"	0.35981653	"14112"	0.38430000	"27539"	0.39212139	"7151"	0.42707868	
"23119"	"28762"	0.88932883	"11685"	1.18983551	"29740"	1.37609799	"7598"	1.42714600	"17351"	1.53219653	
"918"	"7670"	0.56772109	"25763"	0.84831681	"1891"	0.88975840	"17951"	0.89273129	"25499"	0.90682058	
"13443"	"814"	0.11419760	"28985"	0.18041166	"19992"	0.24682160	"18831"	0.29068674	"13677"	0.30120381	
"7952"	"22329"	0.44427676	"26064"	0.51764386	"2408"	0.62301598	"28936"	0.69139169	"18995"	0.70284878	
"15430"	"22006"	0.17594256	"27193"	0.28845967	"24766"	0.29726957	"25506"	0.32595412	"5962"	0.32691778	
"20242"	"2744"	0.55623436	"25863"	0.71212956	"3251"	0.86286674	"26499"	0.91315630	"17501"	1.01801141	
"2592"	"12332"	0.33008284	"2321"	0.36389649	"7545"	0.40609119	"23349"	0.44221245	"24514"	0.45019135	
"5591"	"5157"	0.29982399	"27467"	0.51568561	"14575"	0.76371868	"22546"	0.90760279	"22931"	0.93878589	
"3237"	"2592"	0.36606005	"2321"	0.53817573	"12332"	0.55866674	"26219"	0.57293181	"16070"	0.61397434	
"25166"	"31836"	0.27801740	"13276"	0.37320216	"28638"	0.37854925	"24489"	0.38887438	"28898"	0.41441339	
"19438"	"12681"	0.12309316	"10179"	0.16831278	"10825"	0.17351675	"1060"	0.19379442	"4944"	0.19643114	
"19532"	"11956"	0.40893315	"943"	0.52088183	"25863"	0.55083212	"4942"	0.61551121	"9938"	0.63841364	
"12108"	"1491"	0.46299834	"21164"	0.52676905	"22549"	0.57432320	"8837"	0.60066553	"4267"	0.60513456	
"13389"	"31685"	0.31496183	"31083"	0.42666352	"20706"	0.44193009	"29048"	0.49336994	"16708"	0.50567076	
"10798"	"13555"	0.06910498	"17547"	0.13097218	"19330"	0.15399997	"9364"	0.16753627	"28489"	0.17458279	
"24578"	"25722"	0.26842552	"9051"	0.27553289	"3323"	0.28332614	"21407"	0.30169503	"30527"	0.31210639	
"27469"	"26892"	0.60795595	"2751"	0.66142305	"6480"	0.74617362	"27892"	0.83230812	"32216"	0.83323229	
"20165"	"15508"	0.33281805	"21164"	0.34029746	"11184"	0.34256346	"2052"	0.36534785	"31896"	0.37305889	
"18360"	"28325"	0.09126798	"15468"	0.09286092	"4741"	0.11702667	"29679"	0.19065386	"12304"	0.24986405	
"10152"	"18089"	0.47884276	"2939"	0.85762526	"24681"	0.86073524	"20235"	0.91465600	"8747"	0.97274296	
"2344"	"12887"	0.33822153	"27319"	0.37063428	"17775"	0.38869678	"10862"	0.44982694	"11995"	0.48010894	
"18313"	"31286"	0.40299623	"12044"	0.53238268	"21964"	0.59317179	"3069"	0.60021586	"20842"	0.60469143	
"5523"	"4101"	0.21947612	"28254"	0.48429125	"31324"	0.50345769	"26933"	0.51104204	"5685"	0.54878426	
"22955"	"16362"	0.52361027	"3610"	0.66876284	"19602"	1.01616177	"18787"	1.01778572	"14114"	1.02850340	
"9099"	"13276"	0.12827417	"32020"	0.17213459	"31836"	0.18693557	"18360"	0.23309236	"25166"	0.24633313	
"19790"	"15335"	0.37465939	"18235"	0.43942161	"8511"	0.45203740	"27076"	0.47356761	"23256"	0.48551451	
"3865"	"19508"	0.39559901	"118"	0.74640670	"32041"	0.92539376	"29137"	0.95751663	"7670"	1.01923795	
"7903"	"3350"	0.63558667	"1612"	0.67179803	"12158"	0.70212556	"6848"	0.71139447	"21644"	0.73926652	
"25404"	"12647"	0.34377880	"26290"	0.39872482	"10908"	0.45958236	"12717"	0.62508409	"3400"	0.64497899	
"24883"	"3295"	0.35563395	"23413"	0.35976709	"6435"	0.41629901	"32535"	0.46623022	"11927"	0.48960027	
"1419"	"12158"	0.04574128	"3350"	0.10298938	"1612"	0.27428990	"17123"	0.38248632	"14950"	0.45258572	
"27103"	"28262"	0.30695818	"20091"	0.32917812	"1268"	0.35699011	"21776"	0.36591629	"17951"	0.39604374	
"32508"	"21694"	0.14488834	"28947"	0.16668474	"31987"	0.23941597	"6456"	0.25718088	"7024"	0.26022642	
"18846"	"12647"	0.09239838	"10908"	0.16333946	"26290"	0.32463185	"12717"	0.36022685	"25404"	0.43617719	
"14535"	"4073"	0.41917196	"12887"	0.47260378	"597"	0.47343224	"23777"	0.49876499	"2344"	0.55489507	
"17249"	"28101"	0.29440455	"31448"	0.42197351	"19221"	0.44888977	"9138"	0.46141277	"9084"	0.46934323	
"22606"	"14776"	0.77563329	"27358"	0.88524464	"3865"	0.95410933	"19508"	0.95851032	"23611"	1.18167266	
"14542"	"10487"	0.49855432	"18238"	0.50632222	"18656"	0.61293665	"8917"	0.64926361	"14650"	0.65425123	
"30596"	"9533"	0.73259250	"26761"	0.73546610	"16590"	0.75130841	"15860"	0.77711410	"22081"	0.78766068	
"30473"	"9051"	0.05654920	"25722"	0.06014720	"22094"	0.06092058	"12510"	0.07018545	"30527"	0.07126085	
"32502"	"23779"	0.23665275	"22184"	0.25937997	"28482"	0.45129963	"3468"	0.45921065	"17877"	0.49859336	
"18841"	"358"	0.20203666	"22199"	0.20524246	"2274"	0.20608484	"31896"	0.24986872	"19477"	0.25021096	
"10691"	"4005"	0.23058888	"822"	0.28626648	"19683"	0.45532147	"21009"	0.46908321	"8808"	0.48674143	
"13526"	"16680"	0.08243091	"13111"	0.12345226	"18754"	0.12853646	"28856"	0.12878227	"31280"	0.13044883	
"7090"	"4108"	0.73935997	"27649"	0.74161475	"14420"	0.88951483	"23647"	0.95060252	"3624"	0.95321595	
"188"	"14895"	0.41948084	"14986"	0.54547529	"32213"	0.60268506	"3435"	0.64010786	"12244"	0.66302578	
"739"	"14292"	0.56233413	"30680"	0.68668837	"4644"	0.71559049	"6595"	0.72655633	"10862"	0.73733186	
"1818"	"2295"	0.15926771	"3295"	0.16368141	"12744"	0.20366173	"6435"	0.23086954	"31023"	0.25698183	
"23655"	"8607"	0.65179680	"23296"	0.68984263	"10581"	0.74894030	"25726"	0.91992870	"31689"	0.92750053	
"14511"	"23777"	0.35068231	"10862"	0.35129972	"11995"	0.38158171	"6595"	0.39971074	"17775"	0.42715586	
"26322"	"11987"	0.87798210	"5699"	0.89394328	"5972"	0.95869613	"22670"	1.05660738	"15878"	1.11743401	
"17996"	"9703"	0.65500800	"9857"	1.10845887	"5482"	1.13909854	"30075"	1.17062899	"27338"	1.19895827	
"5782"	"18475"	0.18830689	"24624"	0.22021168	"15860"	0.30727621	"5961"	0.32654278	"28863"	0.37268154	
"30945"	"1351"	0.24265139	"6094"	0.26607609	"10271"	0.30094765	"15468"	0.30426841	"1971"	0.39270822	
"27633"	"5317"	0.26907738	"24375"	0.31909579	"19992"	0.36782407	"814"	0.40874264	"28985"	0.42016218	
"24570"	"15430"	0.01388171	"22006"	0.16206084	"27193"	0.27457795	"24766"	0.31115129	"25506"	0.31207240	
"15592"	"26644"	0.61108857	"11986"	0.64089488	"16742"	0.71411151	"15578"	0.72481371	"15173"	0.73750024	
"13084"	"12055"	0.26183594	"2725"	0.39607545	"29270"	0.56439734	"14347"	0.78348969	"31453"	0.87605173	
"20239"	"17674"	0.22047733	"18080"	0.24504542	"30698"	0.28383104	"23349"	0.29620773	"12945"	0.31385497	
"27456"	"4244"	0.20551812	"17712"	0.29508805	"28624"	0.30677071	"26295"	0.33865367	"7545"	0.34251778	
"27587"	"10807"	0.01904134	"17891"	0.19001438	"7707"	0.20292791	"29413"	0.21092043	"13768"	0.22304004	
"5517"	"21861"	0.29453075	"18110"	0.31624112	"5176"	0.33317309	"25499"	0.33716880	"22680"	0.34286534	
"7964"	"31280"	0.07446781	"18754"	0.10197422	"1924"	0.11291686	"16680"	0.12248573	"13526"	0.17751939	
"3508"	"9099"	0.53567835	"4741"	0.55858355	"13276"	0.56423952	"18360"	0.56602118	"32020"	0.58160359	
"24650"	"4958"	0.72205877	"3343"	0.74025224	"4003"	0.87171074	"13546"	0.89752441	"14461"	0.91658074	
"3388"	"21538"	0.58256504	"2752"	0.59117508	"21147"	0.63729192	"22787"	0.73462312	"12649"	0.74375435	
"25635"	"15262"	0.42461028	"6209"	0.45298888	"1088"	0.53734796	"26921"	0.59676692	"18361"	0.64645150	
"23840"	"25264"	0.40310061	"32238"	0.42515256	"8935"	0.63140726	"2876"	0.71070647	"7724"	0.72458861	
"29177"	"2883"	0.47318356	"23984"	0.50912039	"28318"	0.54459038	"29137"	0.58563764	"118"	0.60434966	
"14437"	"4426"	0.89167527	"17179"	0.89841954	"20399"	0.90906908	"3963"	1.11799421	"14412"	1.13046030	
"29057"	"9042"	0.31777217	"18644"	0.34879791	"19477"	0.41407562	"15921"	0.42562915	"24145"	0.42946858	
"24274"	"20605"	0.21826986	"26556"	0.25749783	"12572"	0.26690439	"5253"	0.30074823	"8696"	0.30272778	
"27038"	"29902"	0.07927599	"4342"	0.09805748	"8016"	0.12104624	"29966"	0.16759208	"32099"	0.18383563	
"12195"	"21753"	0.19395374	"2096"	0.22100981	"19460"	0.31405641	"3692"	0.39335128	"18150"	0.45453307	
"3082"	"25888"	0.15066345	"17993"	0.22052758	"7064"	0.22080771	"23393"	0.25603648	"8584"	0.26943976	
"8562"	"26043"	0.34083871	"29081"	0.36473140	"801"	0.38079072	"22196"	0.45719372	"16959"	0.51366541	
"22324"	"25506"	0.07297056	"25973"	0.14461297	"25795"	0.19041084	"22006"	0.32502293	"24570"	0.38504296	
"11014"	"4952"	0.10898210	"11184"	0.19215139	"19007"	0.28984782	"6464"	0.29371767	"26675"	0.30665507	
"11829"	"7578"	0.16242092	"22026"	0.21906664	"25668"	0.23007507	"20406"	0.25600866	"30752"	0.26899428	
"989"	"15113"	0.16428741	"14661"	0.31347645	"1527"	0.56387722	"27628"	0.62897103	"8433"	0.66573786	
"16116"	"29563"	0.22554708	"23797"	0.24894399	"383"	0.25219923	"28721"	0.25250092	"14264"	0.27647843	
"3742"	"6137"	0.16741447	"22094"	0.16936692	"27102"	0.17241030	"12510"	0.17498751	"1493"	0.18126652	
"27356"	"7166"	0.74785062	"9703"	0.89726438	"23459"	1.06629687	"17996"	1.21368494	"1479"	1.32318668	
"2307"	"11509"	0.10289966	"10179"	0.13235399	"11878"	0.13630723	"16634"	0.14212112	"2646"	0.14306047	
"24235"	"28053"	0.31619962	"32256"	0.34046836	"9011"	0.34218444	"20030"	0.40097073	"8696"	0.42218339	
"26394"	"27358"	0.54345701	"7683"	0.55498360	"340"	0.56288220	"21206"	0.76714291	"26927"	0.77373045	
"1149"	"25499"	0.26699525	"25763"	0.32375857	"17951"	0.35494678	"20662"	0.38052067	"22680"	0.41514487	
"8502"	"21739"	0.05881625	"636"	0.07751813	"9011"	0.21429067	"9612"	0.23121397	"29180"	0.23615670	
"19839"	"30639"	0.44483686	"16059"	0.46485646	"10224"	0.53361142	"31228"	0.65222428	"25611"	0.65756994	
"24257"	"28489"	0.04426937	"26735"	0.12858410	"11233"	0.12913819	"17129"	0.13214685	"7707"	0.13464166	
"12361"	"9734"	0.37264834	"18096"	0.41301580	"30083"	0.42040773	"13663"	0.53455147	"22919"	0.59448875	
"28897"	"27640"	0.44039747	"28127"	0.52004237	"3114"	0.53930795	"31163"	0.58335386	"1784"	0.58592846	
"12065"	"1149"	0.14960195	"17951"	0.26013935	"1891"	0.36675550	"943"	0.36936506	"25763"	0.37131971	
"13098"	"18078"	0.72630273	"18982"	0.75351120	"13565"	0.78555918	"15380"	0.78917429	"4420"	0.80659249	
"8849"	"7707"	0.02789484	"17891"	0.04080837	"29413"	0.11297607	"11233"	0.11403580	"26972"	0.15103365	
"18898"	"31886"	0.64035682	"4502"	0.70893024	"9082"	0.94356243	"24421"	1.01656652	"7724"	1.02076713	
"17262"	"31324"	0.26202370	"18831"	0.39089446	"26933"	0.40294138	"24375"	0.42236784	"5523"	0.47291288	
"1235"	"5521"	0.50413772	"12639"	0.64213008	"3363"	0.78899092	"28253"	0.90781125	"17775"	0.96422394	
"23021"	"22005"	0.02900039	"11509"	0.08134294	"30473"	0.08782830	"22094"	0.09395436	"24114"	0.09706339	
"6378"	"25404"	0.20319804	"3400"	0.44178094	"12647"	0.50964754	"12061"	0.57210973	"26290"	0.57749745	
"20277"	"4146"	0.70218390	"26644"	0.87393132	"7084"	1.00216754	"11986"	1.00444164	"15578"	1.00616869	
"16135"	"4005"	0.79673426	"16836"	0.82069229	"11441"	0.85425143	"18159"	0.85660991	"10691"	0.88943622	
"19564"	"10577"	0.36865849	"1542"	0.50496786	"23673"	0.57940266	"17369"	0.61291790	"23005"	0.67182048	
"19073"	"2274"	0.16048626	"18279"	0.19388292	"11014"	0.20279216	"22199"	0.21313397	"10659"	0.21756145	
"8799"	"31994"	0.59892819	"10473"	0.63344985	"9407"	0.68384178	"3804"	0.73343029	"4399"	0.77679889	
"6912"	"7188"	0.28940097	"10910"	0.37198982	"1891"	0.40104145	"15100"	0.45976850	"21776"	0.48665006	
"16645"	"20246"	0.42963163	"17698"	1.00355449	"19906"	1.06312041	"17640"	1.07717782	"21318"	1.08328586	
"30767"	"13337"	0.27789070	"27765"	0.42052418	"18126"	0.61158682	"24343"	0.67363248	"21059"	0.69205711	
"10157"	"2364"	0.28011609	"13364"	0.28656282	"10834"	0.33551610	"14374"	0.34995450	"14197"	0.35173490	
"9984"	"31070"	0.31666085	"19587"	0.33020110	"6349"	0.35029145	"2261"	0.36797489	"23556"	0.38836047	
"1091"	"31685"	0.23542110	"13205"	0.27265797	"17715"	0.33062999	"21895"	0.35692520	"31987"	0.37505089	
"16229"	"7683"	0.27974361	"340"	0.33784072	"28318"	0.49208064	"26394"	0.57195581	"26290"	0.59310952	
"18426"	"16713"	0.25596942	"10539"	0.39502008	"22919"	0.69495530	"27467"	0.70752703	"5157"	0.87354967	
"22911"	"10118"	0.26432785	"22397"	0.74078420	"7323"	0.74606785	"18579"	0.75008137	"14542"	0.78600810	
"29416"	"18793"	0.20317657	"19007"	0.24605715	"10063"	0.27473735	"29048"	0.30741308	"18469"	0.32466300	
"15116"	"18793"	0.12646237	"29048"	0.13181490	"10063"	0.16300970	"18469"	0.16570653	"31896"	0.25906958	
"2572"	"18656"	0.22296967	"10487"	0.23802541	"8917"	0.26245558	"12171"	0.34364918	"18238"	0.37799971	
"8024"	"28318"	0.30917121	"29177"	0.42122821	"2883"	0.53913425	"118"	0.56071131	"29137"	0.56939655	
"27005"	"8581"	0.44230530	"30237"	0.51601079	"25374"	0.81178343	"25093"	0.88617577	"12802"	0.96316091	
"26301"	"8511"	0.20546474	"23256"	0.33039006	"15335"	0.38488357	"21600"	0.44734088	"18235"	0.45001154	
"26018"	"24414"	0.41651994	"6094"	0.41762040	"9437"	0.44983704	"22693"	0.48194205	"28638"	0.49801870	
"29227"	"30959"	0.24404748	"2279"	0.34952187	"12081"	0.48566859	"31684"	0.56144355	"13716"	0.58124273	
"20145"	"4280"	0.37346984	"17993"	0.41685989	"8876"	0.44197855	"12475"	0.45550886	"32023"	0.46892837	
"15066"	"27159"	0.04669510	"15452"	0.12716657	"11802"	0.16090449	"19494"	0.18085449	"5955"	0.22580188	
"5795"	"16125"	0.02719628	"572"	0.13612767	"5380"	0.20100337	"21623"	0.22041023	"8217"	0.24521343	
"31297"	"1653"	0.49054841	"5056"	0.57032922	"29904"	0.62691846	"9081"	0.64280023	"30558"	0.68472606	
"2626"	"6723"	0.41549821	"4708"	0.49635519	"8602"	0.50756564	"13826"	0.50955922	"28262"	0.61746245	
"14233"	"22199"	0.08060405	"8184"	0.15392890	"18841"	0.26823486	"27613"	0.27393488	"3436"	0.28589604	
"28881"	"11014"	0.30291816	"18279"	0.36684267	"10659"	0.40852707	"4952"	0.41190027	"19073"	0.46493822	
"26084"	"26443"	0.80397090	"14580"	1.08258577	"8743"	1.12416437	"20807"	1.22867877	"21199"	1.23766187	
"22099"	"1091"	0.16756424	"13205"	0.24883415	"29057"	0.31683321	"24617"	0.33938541	"5550"	0.38413149	
"3821"	"6441"	0.72919986	"4774"	0.78494715	"25240"	0.94496257	"18116"	1.02892878	"17262"	1.05242196	
"18353"	"12140"	0.16853297	"5320"	0.22760281	"1320"	0.26002935	"6970"	0.27619947	"1493"	0.29491279	
"30540"	"27352"	1.18747716	"17851"	1.26275166	"1125"	1.35204599	"18534"	1.50905356	"17150"	1.66224933	
"18987"	"6441"	0.25289891	"4774"	0.50206442	"4641"	0.54803933	"25240"	0.56014656	"24034"	0.74728066	
"8425"	"28762"	0.60627090	"29740"	0.70095700	"11685"	0.90457861	"7598"	1.09816922	"17996"	1.13450800	
"1966"	"25888"	0.31898186	"32428"	0.42011321	"3082"	0.46964531	"18995"	0.47168647	"23393"	0.48027549	
"2231"	"12946"	0.41935323	"25996"	0.49360507	"16589"	0.52649047	"23642"	0.59252565	"17822"	0.61483692	
"26947"	"12468"	0.07011102	"26975"	0.08993228	"1060"	0.12725458	"20918"	0.13650916	"19121"	0.14120447	
"11193"	"27110"	0.68599634	"27649"	0.73726138	"22547"	0.77147273	"14420"	0.82379591	"20776"	0.87822762	
"29169"	"25722"	0.03859271	"30527"	0.05487632	"17308"	0.05734953	"12270"	0.06707982	"30473"	0.09873992	
"17222"	"12802"	0.40154338	"25293"	0.75159313	"20019"	0.77658823	"25374"	0.84089406	"14611"	0.87365634	
"15813"	"3350"	0.19605190	"1612"	0.27307959	"12158"	0.28998805	"1419"	0.29904129	"7903"	0.49432928	
"29233"	"17129"	0.14457864	"17237"	0.20583285	"27107"	0.23299564	"30270"	0.23325998	"7786"	0.25502828	
"3387"	"14420"	0.68668130	"27649"	0.85306218	"22670"	0.87379074	"7090"	0.88749883	"2653"	0.89655196	
"25256"	"15430"	0.20612806	"24570"	0.22000978	"27193"	0.34082620	"22006"	0.38207063	"24766"	0.41902176	
"31936"	"30959"	0.21505388	"5451"	0.23833946	"12081"	0.25259335	"13716"	0.34746492	"2476"	0.35242880	
"17167"	"8433"	0.04600953	"13621"	0.07353940	"1699"	0.12514832	"10260"	0.12605209	"16959"	0.15369518	
"9680"	"17308"	0.02301413	"30527"	0.02548733	"12510"	0.03038258	"12450"	0.03402178	"22094"	0.03964745	
"2540"	"4073"	0.52990398	"12887"	0.58333580	"14535"	0.68413978	"9730"	0.68624060	"27338"	0.74741541	
"24051"	"10005"	0.34775632	"31925"	0.48122176	"25506"	0.53781251	"22324"	0.59817528	"5962"	0.61848150	
"5959"	"23647"	0.43315115	"14124"	0.47327806	"7516"	0.68539044	"22184"	0.69998195	"12565"	0.70788005	
"20215"	"15860"	0.15592858	"5782"	0.25428092	"18475"	0.36003794	"24624"	0.44709534	"5961"	0.47789041	
